id,ward,district,province,longitude,latitude
918,Long Tiên,Cai Lậy,Tien Giang Province,106.143451,10.344648
919,Long Tiên,Cai Lậy,Tien Giang Province,106.143470,10.344820
920,Long Tiên,Cai Lậy,Tien Giang Province,106.143396,10.344648
921,Long Tiên,Cai Lậy,Tien Giang Province,106.127937,10.333488
922,Long Trung,Cai Lậy,Tien Giang Province,106.120103,10.351423
923,Long Trung,Cai Lậy,Tien Giang Province,106.120103,10.351423
924,Long Trung,Cai Lậy,Tien Giang Province,106.108576,10.335708
925,Long Trung,Cai Lậy,Tien Giang Province,106.108576,10.335708
926,Long Trung,Cai Lậy,Tien Giang Province,106.099160,10.320126
927,Long Trung,Cai Lậy,Tien Giang Province,106.099206,10.320126
928,Long Trung,Cai Lậy,Tien Giang Province,106.099292,10.315188
929,Long Trung,Cai Lậy,Tien Giang Province,106.112124,10.322789
930,Long Trung,Cai Lậy,Tien Giang Province,106.112124,10.322789
931,Long Trung,Cai Lậy,Tien Giang Province,106.119639,10.314089
932,Long Trung,Cai Lậy,Tien Giang Province,106.122265,10.340974
933,Long Trung,Cai Lậy,Tien Giang Province,106.122265,10.340974
934,Long Trung,Cai Lậy,Tien Giang Province,106.122119,10.340793
935,Mỹ Long,Cai Lậy,Tien Giang Province,106.186889,10.361695
936,Mỹ Long,Cai Lậy,Tien Giang Province,106.186889,10.361695
937,Mỹ Long,Cai Lậy,Tien Giang Province,106.186889,10.361695
938,Mỹ Long,Cai Lậy,Tien Giang Province,106.186889,10.361695
939,Mỹ Long,Cai Lậy,Tien Giang Province,106.186889,10.361695
940,Mỹ Long,Cai Lậy,Tien Giang Province,106.167426,10.356782
941,Mỹ Long,Cai Lậy,Tien Giang Province,106.171056,10.366717
942,Mỹ Long,Cai Lậy,Tien Giang Province,106.185607,10.366426
943,Mỹ Thành Bắc,Cai Lậy,Tien Giang Province,106.015137,10.508598
944,Mỹ Thành Bắc,Cai Lậy,Tien Giang Province,106.015137,10.508598
945,Mỹ Thành Bắc,Cai Lậy,Tien Giang Province,106.015137,10.508598
946,Mỹ Thành Bắc,Cai Lậy,Tien Giang Province,106.001138,10.476746
947,Mỹ Thành Bắc,Cai Lậy,Tien Giang Province,106.001138,10.476746
948,Mỹ Thành Bắc,Cai Lậy,Tien Giang Province,106.001138,10.476746
949,Mỹ Thành Bắc,Cai Lậy,Tien Giang Province,106.028031,10.487007
950,Mỹ Thành Bắc,Cai Lậy,Tien Giang Province,106.017839,10.504770
951,Mỹ Thành Nam,Cai Lậy,Tien Giang Province,106.053565,10.442206
952,Mỹ Thành Nam,Cai Lậy,Tien Giang Province,106.049335,10.404315
953,Mỹ Thành Nam,Cai Lậy,Tien Giang Province,106.049335,10.404315
954,Mỹ Thành Nam,Cai Lậy,Tien Giang Province,106.049335,10.404315
955,Mỹ Thành Nam,Cai Lậy,Tien Giang Province,106.038917,10.420224
956,Mỹ Thành Nam,Cai Lậy,Tien Giang Province,106.038917,10.420224
957,Mỹ Thành Nam,Cai Lậy,Tien Giang Province,106.023054,10.439376
958,Ngũ Hiệp,Cai Lậy,Tien Giang Province,106.100366,10.312166
959,Ngũ Hiệp,Cai Lậy,Tien Giang Province,106.100366,10.312166
960,Ngũ Hiệp,Cai Lậy,Tien Giang Province,106.100366,10.312166
961,Ngũ Hiệp,Cai Lậy,Tien Giang Province,106.139903,10.304324
962,Ngũ Hiệp,Cai Lậy,Tien Giang Province,106.150298,10.305569
963,Ngũ Hiệp,Cai Lậy,Tien Giang Province,106.170392,10.306719
964,Ngũ Hiệp,Cai Lậy,Tien Giang Province,106.170392,10.306719
965,Ngũ Hiệp,Cai Lậy,Tien Giang Province,106.148675,10.293008
966,Ngũ Hiệp,Cai Lậy,Tien Giang Province,106.133696,10.292158
967,Ngũ Hiệp,Cai Lậy,Tien Giang Province,106.158652,10.296740
968,Ngũ Hiệp,Cai Lậy,Tien Giang Province,106.100004,10.298844
969,Ngũ Hiệp,Cai Lậy,Tien Giang Province,106.115910,10.295353
970,Ngũ Hiệp,Cai Lậy,Tien Giang Province,106.127148,10.292356
971,Ngũ Hiệp,Cai Lậy,Tien Giang Province,106.088991,10.299480
972,Ngũ Hiệp,Cai Lậy,Tien Giang Province,106.091542,10.310547
973,Phú An,Cai Lậy,Tien Giang Province,106.059225,10.399611
974,Phú An,Cai Lậy,Tien Giang Province,106.059225,10.399611
975,Phú An,Cai Lậy,Tien Giang Province,106.054729,10.370222
976,Phú An,Cai Lậy,Tien Giang Province,106.054729,10.370222
977,Phú An,Cai Lậy,Tien Giang Province,106.048196,10.358859
978,Phú An,Cai Lậy,Tien Giang Province,106.048196,10.358859
979,Phú An,Cai Lậy,Tien Giang Province,106.048196,10.358859
980,Phú An,Cai Lậy,Tien Giang Province,106.041897,10.372839
981,Phú An,Cai Lậy,Tien Giang Province,106.056617,10.405221
982,Phú An,Cai Lậy,Tien Giang Province,106.056617,10.405221
983,Phú An,Cai Lậy,Tien Giang Province,106.056617,10.405221
984,Phú An,Cai Lậy,Tien Giang Province,106.056617,10.405221
985,Phú Cường,Cai Lậy,Tien Giang Province,106.073028,10.469528
986,Phú Cường,Cai Lậy,Tien Giang Province,106.072799,10.469483
987,Phú Cường,Cai Lậy,Tien Giang Province,106.073546,10.476057
988,Phú Cường,Cai Lậy,Tien Giang Province,106.066783,10.501785
989,Phú Cường,Cai Lậy,Tien Giang Province,106.066382,10.503332
990,Phú Cường,Cai Lậy,Tien Giang Province,106.066903,10.503250
991,Phú Cường,Cai Lậy,Tien Giang Province,106.065458,10.502311
992,Phú Cường,Cai Lậy,Tien Giang Province,106.094168,10.498248
993,Phú Cường,Cai Lậy,Tien Giang Province,106.094769,10.496248
995,Phú Cường,Cai Lậy,Tien Giang Province,106.148650,10.525298
996,Phú Nhuận,Cai Lậy,Tien Giang Province,106.065963,10.414347
997,Phú Nhuận,Cai Lậy,Tien Giang Province,106.065963,10.414347
998,Phú Nhuận,Cai Lậy,Tien Giang Province,106.065963,10.414347
999,Phú Nhuận,Cai Lậy,Tien Giang Province,106.065963,10.414347
1000,Phú Nhuận,Cai Lậy,Tien Giang Province,106.076730,10.452919
1001,Tam Bình,Cai Lậy,Tien Giang Province,106.127312,10.314324
1002,Tam Bình,Cai Lậy,Tien Giang Province,106.127312,10.314324
1003,Tam Bình,Cai Lậy,Tien Giang Province,106.127312,10.314324
1004,Tam Bình,Cai Lậy,Tien Giang Province,106.148439,10.323488
1005,Tam Bình,Cai Lậy,Tien Giang Province,106.148439,10.323488
1006,Tam Bình,Cai Lậy,Tien Giang Province,106.148439,10.323488
1007,Tam Bình,Cai Lậy,Tien Giang Province,106.132789,10.319735
1008,Tam Bình,Cai Lậy,Tien Giang Province,106.121478,10.316248
1009,Tam Bình,Cai Lậy,Tien Giang Province,106.152020,10.309709
1010,Tam Bình,Cai Lậy,Tien Giang Province,106.151856,10.309528
1011,Tam Bình,Cai Lậy,Tien Giang Province,106.132798,10.319744
1012,Tam Bình,Cai Lậy,Tien Giang Province,106.132798,10.319744
1013,Tam Bình,Cai Lậy,Tien Giang Province,106.132798,10.319744
1014,Tam Bình,Cai Lậy,Tien Giang Province,106.176626,10.317491
1015,Tam Bình,Cai Lậy,Tien Giang Province,106.173810,10.315505
1016,Tam Bình,Cai Lậy,Tien Giang Province,106.183607,10.333047
1017,Tam Bình,Cai Lậy,Tien Giang Province,106.165610,10.309655
1018,Tân Phong,Cai Lậy,Tien Giang Province,106.083326,10.288705
1019,Tân Phong,Cai Lậy,Tien Giang Province,106.061276,10.302447
1020,Tân Phong,Cai Lậy,Tien Giang Province,106.061276,10.302447
1021,Tân Phong,Cai Lậy,Tien Giang Province,106.031379,10.317298
1022,Tân Phong,Cai Lậy,Tien Giang Province,106.074408,10.301828
1023,Tân Phong,Cai Lậy,Tien Giang Province,106.032895,10.317179
1025,Thạnh Lộc,Cai Lậy,Tien Giang Province,106.010734,10.522321
1026,Thạnh Lộc,Cai Lậy,Tien Giang Province,106.025937,10.506527
1027,Thạnh Lộc,Cai Lậy,Tien Giang Province,106.022979,10.509957
1028,Thạnh Lộc,Cai Lậy,Tien Giang Province,106.031833,10.508393
1029,Thạnh Lộc,Cai Lậy,Tien Giang Province,106.022377,10.510744
1030,Thạnh Lộc,Cai Lậy,Tien Giang Province,106.037893,10.509039
1031,Thạnh Lộc,Cai Lậy,Tien Giang Province,106.037893,10.509039
1032,Thạnh Lộc,Cai Lậy,Tien Giang Province,106.042298,10.509135
1033,Thạnh Lộc,Cai Lậy,Tien Giang Province,106.041847,10.495478
1034,Thạnh Lộc,Cai Lậy,Tien Giang Province,106.039873,10.496041
1035,Thạnh Lộc,Cai Lậy,Tien Giang Province,106.051526,10.468897
1036,Thạnh Lộc,Cai Lậy,Tien Giang Province,106.028545,10.489783
1037,Thạnh Lộc,Cai Lậy,Tien Giang Province,106.028545,10.489783
1038,Hưng Thạnh,Tân Phước,Tien Giang Province,106.303920,10.527380
1040,Hưng Thạnh,Tân Phước,Tien Giang Province,106.278063,10.541840
1041,TT Mỹ Phước,Tân Phước,Tien Giang Province,106.222137,10.487954
1042,TT Mỹ Phước,Tân Phước,Tien Giang Province,106.194496,10.521095
1044,Mỹ Phước,Tân Phước,Tien Giang Province,106.207586,10.522804
1045,Mỹ Phước,Tân Phước,Tien Giang Province,106.191960,10.524689
1046,Mỹ Phước,Tân Phước,Tien Giang Province,106.185706,10.522563
1047,Mỹ Phước,Tân Phước,Tien Giang Province,106.185448,10.508021
1048,Mỹ Phước,Tân Phước,Tien Giang Province,106.186466,10.484632
1049,Mỹ Phước,Tân Phước,Tien Giang Province,106.186466,10.484632
1050,Mỹ Phước,Tân Phước,Tien Giang Province,106.186466,10.484632
1051,Mỹ Phước,Tân Phước,Tien Giang Province,106.186466,10.484632
1052,Mỹ Phước,Tân Phước,Tien Giang Province,106.197061,10.487294
1053,Phú Mỹ,Tân Phước,Tien Giang Province,106.317273,10.542396
1054,Phú Mỹ,Tân Phước,Tien Giang Province,106.321189,10.554653
1055,Phú Mỹ,Tân Phước,Tien Giang Province,106.333460,10.547965
1056,Phú Mỹ,Tân Phước,Tien Giang Province,106.333917,10.548010
1057,Phú Mỹ,Tân Phước,Tien Giang Province,106.333341,10.547658
1058,Phú Mỹ,Tân Phước,Tien Giang Province,106.333985,10.540096
1059,Phú Mỹ,Tân Phước,Tien Giang Province,106.339557,10.543577
1060,Phước Lập,Tân Phước,Tien Giang Province,106.224227,10.486441
1061,Phước Lập,Tân Phước,Tien Giang Province,106.224182,10.486631
1062,Phước Lập,Tân Phước,Tien Giang Province,106.224182,10.486631
1063,Phước Lập,Tân Phước,Tien Giang Province,106.214028,10.454811
1064,Phước Lập,Tân Phước,Tien Giang Province,106.214028,10.454811
1065,Phước Lập,Tân Phước,Tien Giang Province,106.214028,10.454811
1066,Phước Lập,Tân Phước,Tien Giang Province,106.261802,10.457840
1067,Phước Lập,Tân Phước,Tien Giang Province,106.222826,10.460206
1068,Phước Lập,Tân Phước,Tien Giang Province,106.222826,10.460206
1069,Phước Lập,Tân Phước,Tien Giang Province,106.236785,10.440831
1070,Phước Lập,Tân Phước,Tien Giang Province,106.236785,10.440831
1071,Phước Lập,Tân Phước,Tien Giang Province,106.228387,10.457846
1072,Phước Lập,Tân Phước,Tien Giang Province,106.228387,10.457846
1073,Phước Lập,Tân Phước,Tien Giang Province,106.237044,10.436697
1074,Phước Lập,Tân Phước,Tien Giang Province,106.237431,10.438741
1075,Tân Hòa Tây,Tân Phước,Tien Giang Province,106.149678,10.493181
1076,Tân Hòa Tây,Tân Phước,Tien Giang Province,106.112769,10.501682
1077,Tân Hòa Tây,Tân Phước,Tien Giang Province,106.136857,10.493649
1078,Tân Hòa Tây,Tân Phước,Tien Giang Province,106.162504,10.497027
1079,Tân Hòa Tây,Tân Phước,Tien Giang Province,106.149655,10.482084
1080,Tân Hòa Tây,Tân Phước,Tien Giang Province,106.159794,10.479449
1081,Tân Hòa Thành,Tân Phước,Tien Giang Province,106.324663,10.506000
1082,Tân Hòa Thành,Tân Phước,Tien Giang Province,106.324663,10.506000
1083,Tân Hòa Thành,Tân Phước,Tien Giang Province,106.324560,10.524368
1084,Tân Hòa Thành,Tân Phước,Tien Giang Province,105.995519,10.525300
1085,Tân Hòa Thành,Tân Phước,Tien Giang Province,105.995519,10.525300
1086,Tân Hòa Thành,Tân Phước,Tien Giang Province,106.323556,10.505215
1087,Tân Lập 1,Tân Phước,Tien Giang Province,106.322326,10.477217
1088,Tân Lập 1,Tân Phước,Tien Giang Province,106.322326,10.477217
1089,Tân Lập 1,Tân Phước,Tien Giang Province,106.293945,10.477981
1090,Tân Lập 1,Tân Phước,Tien Giang Province,106.194039,10.470105
1091,Tân Lập 1,Tân Phước,Tien Giang Province,106.322553,10.476846
1092,Tân Lập 1,Tân Phước,Tien Giang Province,106.322553,10.476846
1093,Tân Lập 1,Tân Phước,Tien Giang Province,106.322553,10.476846
1094,Tân Lập 1,Tân Phước,Tien Giang Province,106.277809,10.440946
1095,Tân Lập 2,Tân Phước,Tien Giang Province,106.259246,10.476112
1096,Tân Lập 2,Tân Phước,Tien Giang Province,106.250959,10.499305
1097,Tân Lập 2,Tân Phước,Tien Giang Province,106.272544,10.483290
1098,Tân Lập 2,Tân Phước,Tien Giang Province,106.272462,10.483290
1099,Tân Lập 2,Tân Phước,Tien Giang Province,106.283717,10.513532
1100,Thanh Hòa,Tân Phước,Tien Giang Province,106.111661,10.562840
1101,Thạnh Hòa,Tân Phước,Tien Giang Province,106.102570,10.550260
1102,Thạnh Hòa,Tân Phước,Tien Giang Province,106.121127,10.559491
1103,Thạnh Hòa,Tân Phước,Tien Giang Province,106.111563,10.549047
1104,Thạnh Hòa,Tân Phước,Tien Giang Province,106.128668,10.522203
1105,Thạnh Hòa,Tân Phước,Tien Giang Province,106.106181,10.526298
1106,Thạnh Hòa,Tân Phước,Tien Giang Province,106.128473,10.549579
1107,Thạnh Mỹ,Tân Phước,Tien Giang Province,106.196475,10.562351
1108,Thạnh Mỹ,Tân Phước,Tien Giang Province,106.192985,10.525818
1109,Thạnh Mỹ,Tân Phước,Tien Giang Province,106.192985,10.525818
1110,Thạnh Mỹ,Tân Phước,Tien Giang Province,106.195370,10.538287
1111,Thạnh Mỹ,Tân Phước,Tien Giang Province,106.199498,10.535947
1112,Thạnh Mỹ,Tân Phước,Tien Giang Province,106.199498,10.535947
1113,Thạnh Mỹ,Tân Phước,Tien Giang Province,106.192763,10.568172
1114,Thạnh Mỹ,Tân Phước,Tien Giang Province,106.220758,10.572807
1115,Thạnh Tân,Tân Phước,Tien Giang Province,106.139402,10.554992
1116,Thạnh Tân,Tân Phước,Tien Giang Province,106.163727,10.543892
1117,Thạnh Tân,Tân Phước,Tien Giang Province,106.174303,10.551149
1119,Thạnh Tân,Tân Phước,Tien Giang Province,106.145775,10.535739
1120,Thạnh Tân,Tân Phước,Tien Giang Province,106.149346,10.547889
1121,Thạnh Tân,Tân Phước,Tien Giang Province,106.165737,10.576764
1122,TT Mỹ Phước,Tân Phước,Tien Giang Province,106.194039,10.470105
1123,TT Mỹ Phước,Tân Phước,Tien Giang Province,106.194039,10.470105
1124,TT Mỹ Phước,Tân Phước,Tien Giang Province,106.193674,10.470196
1125,Long Khánh,Thị Xã Cai Lậy,Tien Giang Province,106.122446,10.385743
1126,Long Khánh,Thị Xã Cai Lậy,Tien Giang Province,106.132700,10.366656
1127,Long Khánh,Thị Xã Cai Lậy,Tien Giang Province,106.109249,10.365517
1128,Long Khánh,Thị Xã Cai Lậy,Tien Giang Province,106.109332,10.365535
1129,Long Khánh,Thị Xã Cai Lậy,Tien Giang Province,106.109332,10.365535
1130,Long Khánh,Thị Xã Cai Lậy,Tien Giang Province,106.121360,10.387372
1131,Long Khánh,Thị Xã Cai Lậy,Tien Giang Province,106.126323,10.358904
1132,Long Khánh,Thị Xã Cai Lậy,Tien Giang Province,106.126323,10.358904
1133,Long Khánh,Thị Xã Cai Lậy,Tien Giang Province,106.137205,10.390356
1134,Long Khánh,Thị Xã Cai Lậy,Tien Giang Province,105.972429,10.390540
1135,Long Khánh,Thị Xã Cai Lậy,Tien Giang Province,106.137022,10.390275
1136,Long Khánh,Thị Xã Cai Lậy,Tien Giang Province,106.137022,10.390275
1137,Long Khánh,Thị Xã Cai Lậy,Tien Giang Province,106.142300,10.373455
1138,Long Khánh,Thị Xã Cai Lậy,Tien Giang Province,106.142300,10.373455
1139,Long Khánh,Thị Xã Cai Lậy,Tien Giang Province,106.142300,10.373455
1140,Long Khánh,Thị Xã Cai Lậy,Tien Giang Province,106.142300,10.373455
1141,Long Khánh,Thị Xã Cai Lậy,Tien Giang Province,106.142300,10.373455
1142,Long Khánh,Thị Xã Cai Lậy,Tien Giang Province,106.098581,10.374084
1143,Mỹ Phước Tây,Thị Xã Cai Lậy,Tien Giang Province,106.109633,10.461104
1144,Mỹ Phước Tây,Thị Xã Cai Lậy,Tien Giang Province,106.103891,10.473863
1145,Mỹ Phước Tây,Thị Xã Cai Lậy,Tien Giang Province,106.100186,10.494425
1146,Mỹ Phước Tây,Thị Xã Cai Lậy,Tien Giang Province,106.112710,10.490332
1150,Mỹ Phước Tây,Thị Xã Cai Lậy,Tien Giang Province,106.092739,10.494921
1151,Mỹ Phước Tây,Thị Xã Cai Lậy,Tien Giang Province,106.092739,10.494921
1152,Mỹ Phước Tây,Thị Xã Cai Lậy,Tien Giang Province,106.120093,10.466546
1153,Mỹ Phước Tây,Thị Xã Cai Lậy,Tien Giang Province,106.119938,10.466827
1157,Mỹ Hạnh Đông,Thị Xã Cai Lậy,Tien Giang Province,106.173207,10.464445
1158,Mỹ Hạnh Đông,Thị Xã Cai Lậy,Tien Giang Province,106.149913,10.448295
1159,Mỹ Hạnh Đông,Thị Xã Cai Lậy,Tien Giang Province,106.149613,10.449562
1163,Mỹ Hạnh Trung,Thị Xã Cai Lậy,Tien Giang Province,106.127203,10.437090
1164,Mỹ Hạnh Trung,Thị Xã Cai Lậy,Tien Giang Province,106.134171,10.434450
1165,Mỹ Hạnh Trung,Thị Xã Cai Lậy,Tien Giang Province,106.115769,10.449449
1166,Mỹ Hạnh Trung,Thị Xã Cai Lậy,Tien Giang Province,106.092702,10.494912
1167,Mỹ Hạnh Trung,Thị Xã Cai Lậy,Tien Giang Province,106.141841,10.445040
1168,Mỹ Hạnh Trung,Thị Xã Cai Lậy,Tien Giang Province,106.141841,10.445040
1169,Mỹ Hạnh Trung,Thị Xã Cai Lậy,Tien Giang Province,106.141841,10.445040
1170,Mỹ Hạnh Trung,Thị Xã Cai Lậy,Tien Giang Province,106.115038,10.449865
1171,Mỹ Hạnh Trung,Thị Xã Cai Lậy,Tien Giang Province,106.114847,10.450056
1172,Nhị Mỹ,Thị Xã Cai Lậy,Tien Giang Province,106.139942,10.409915
1173,Nhị Mỹ,Thị Xã Cai Lậy,Tien Giang Province,106.140034,10.410051
1174,Nhị Mỹ,Thị Xã Cai Lậy,Tien Giang Province,106.140034,10.410051
1175,Nhị Mỹ,Thị Xã Cai Lậy,Tien Giang Province,106.140034,10.410051
1176,Nhị Mỹ,Thị Xã Cai Lậy,Tien Giang Province,106.140034,10.410051
1177,Nhị Quý,Thị Xã Cai Lậy,Tien Giang Province,106.160197,10.402881
1178,Nhị Quý,Thị Xã Cai Lậy,Tien Giang Province,106.182758,10.393246
1179,Nhị Quý,Thị Xã Cai Lậy,Tien Giang Province,106.182758,10.393246
1180,Nhị Quý,Thị Xã Cai Lậy,Tien Giang Province,106.182758,10.393246
1181,Nhị Quí,Thị Xã Cai Lậy,Tien Giang Province,106.185075,10.391262
1182,Nhị Quí,Thị Xã Cai Lậy,Tien Giang Province,106.185294,10.391172
1183,Nhị Quý,Thị Xã Cai Lậy,Tien Giang Province,106.185121,10.391163
1184,Nhị Quý,Thị Xã Cai Lậy,Tien Giang Province,106.160197,10.402881
1185,Phú Quý,Thị Xã Cai Lậy,Tien Giang Province,106.157257,10.383367
1186,Phú Quý,Thị Xã Cai Lậy,Tien Giang Province,106.157025,10.380735
1187,Phú Quý,Thị Xã Cai Lậy,Tien Giang Province,106.157025,10.380735
1188,Phú Quý,Thị Xã Cai Lậy,Tien Giang Province,106.158990,10.374547
1189,Phú Quý,Thị Xã Cai Lậy,Tien Giang Province,106.158990,10.374547
1190,Phú Quý,Thị Xã Cai Lậy,Tien Giang Province,106.167244,10.384765
1191,Phú Quý,Thị Xã Cai Lậy,Tien Giang Province,106.173833,10.387235
1192,Phường 2,Thị Xã Cai Lậy,Tien Giang Province,106.111757,10.409614
1193,Phường 1,Thị Xã Cai Lậy,Tien Giang Province,106.111757,10.409614
1194,Phường 4,Thị Xã Cai Lậy,Tien Giang Province,106.129267,10.406301
1195,Phường 4,Thị Xã Cai Lậy,Tien Giang Province,106.128416,10.405217
1196,Phường 4,Thị Xã Cai Lậy,Tien Giang Province,106.128416,10.405217
1198,Phường 4&5,Thị Xã Cai Lậy,Tien Giang Province,106.123530,10.406208
1199,Phường 1,Thị Xã Cai Lậy,Tien Giang Province,106.116915,10.406225
1200,Tân Phú,Thị Xã Cai Lậy,Tien Giang Province,106.196342,10.438321
1201,Tân Phú,Thị Xã Cai Lậy,Tien Giang Province,106.196342,10.438321
1202,Tân Phú,Thị Xã Cai Lậy,Tien Giang Province,106.196342,10.438321
1203,Tân Phú,Thị Xã Cai Lậy,Tien Giang Province,106.196461,10.438294
1204,Tân Phú,Thị Xã Cai Lậy,Tien Giang Province,106.188645,10.441669
1205,Tân Phú,Thị Xã Cai Lậy,Tien Giang Province,106.187661,10.430537
1206,Tân Phú,Thị Xã Cai Lậy,Tien Giang Province,106.189524,10.449799
1207,Tân Phú,Thị Xã Cai Lậy,Tien Giang Province,106.101318,10.452639
1208,Tân Bình,Thị Xã Cai Lậy,Tien Giang Province,106.101308,10.452594
1209,Tân Bình,Thị Xã Cai Lậy,Tien Giang Province,106.108281,10.429750
1210,Tân Bình,Thị Xã Cai Lậy,Tien Giang Province,106.101318,10.452639
1211,phường 3&Tân Bình,Thị Xã Cai Lậy,Tien Giang Province,106.114861,10.430900
1212,Tân Hội,Thị Xã Cai Lậy,Tien Giang Province,106.171995,10.419778
1213,Tân Hội,Thị Xã Cai Lậy,Tien Giang Province,106.155325,10.415413
1214,Tân Hội,Thị Xã Cai Lậy,Tien Giang Province,106.155535,10.415367
1215,Thanh Hòa,Thị Xã Cai Lậy,Tien Giang Province,106.093844,10.394548
1216,Thanh Hoà,Thị Xã Cai Lậy,Tien Giang Province,106.155681,10.415403
1217,Thanh Hòa,Thị Xã Cai Lậy,Tien Giang Province,106.155654,10.415304
1,Hậu Thành,Cái Bè,Tien Giang Province,105.998682,10.378226
2,Trung An,Tp.Mỹ Tho,Tien Giang Province,106.332001,10.347032
3,Trung An,Tp.Mỹ Tho,Tien Giang Province,106.316693,10.353276
8,Bình Đức,Châu Thành,Tien Giang Province,106.305738,10.342842
26,Bình Đức,Châu Thành,Tien Giang Province,106.294950,10.342153
28,Bình Nhì,Gò Công Tây,Tien Giang Province,106.558199,10.359826
30,Bình Phú,Gò Công Tây,Tien Giang Province,106.362442,10.355143
33,Đồng Sơn,Gò Công Tây,Tien Giang Province,106.571972,10.404229
39,Đồng Thạnh,Gò Công Tây,Tien Giang Province,106.574877,10.390690
41,Đồng Thạnh,Gò Công Tây,Tien Giang Province,106.574191,10.389508
43,Đồng Thạnh,Gò Công Tây,Tien Giang Province,106.574362,10.390352
49,Thạnh Nhựt,Gò Công Tây,Tien Giang Province,106.544150,10.342734
52,Thạnh Nhựt,Gò Công Tây,Tien Giang Province,106.544150,10.342734
53,Thạnh Nhựt,Gò Công Tây,Tien Giang Province,106.544150,10.342734
54,Thạnh Nhựt,Gò Công Tây,Tien Giang Province,106.544150,10.342734
55,Thạnh Nhựt,Gò Công Tây,Tien Giang Province,106.544150,10.342734
61,Bình Đông,Thị xã Gò Công,Tien Giang Province,106.642912,10.461634
62,Bình Đông,Thị xã Gò Công,Tien Giang Province,106.642912,10.461634
64,Bình Xuân,Thị xã Gò Công,Tien Giang Province,106.642912,10.461634
66,Bình Xuân,Thị xã Gò Công,Tien Giang Province,106.642912,10.461634
72,Bình Đức,Châu Thành,Tien Giang Province,106.291546,10.343274
84,Bình Trưng,Châu Thành,Tien Giang Province,106.218545,10.377217
91,Dưỡng Điềm,Châu Thành,Tien Giang Province,106.207333,10.399529
92,Điềm Hy,Châu Thành,Tien Giang Province,106.196483,10.440369
93,Điềm Hy,Châu Thành,Tien Giang Province,106.194004,10.407746
94,Điềm Hy,Châu Thành,Tien Giang Province,106.194004,10.407746
95,Điềm Hy,Châu Thành,Tien Giang Province,106.194004,10.407746
96,Điềm Hy,Châu Thành,Tien Giang Province,106.194004,10.407746
107,Đông Hòa,Châu Thành,Tien Giang Province,106.243271,10.389487
114,Kim Sơn,Châu Thành,Tien Giang Province,106.245315,10.328237
116,Kim Sơn,Châu Thành,Tien Giang Province,106.245315,10.328237
118,Kim Sơn,Châu Thành,Tien Giang Province,106.245315,10.328237
119,Kim Sơn,Châu Thành,Tien Giang Province,106.245315,10.328237
120,Long An,Châu Thành,Tien Giang Province,106.336725,10.397939
121,Long An,Châu Thành,Tien Giang Province,106.336725,10.397939
127,Long Định,Châu Thành,Tien Giang Province,106.252562,10.402138
128,Long Định,Châu Thành,Tien Giang Province,106.252562,10.402138
139,Long Định,Châu Thành,Tien Giang Province,106.252562,10.402138
152,Long Hưng,Châu Thành,Tien Giang Province,106.272451,10.369701
169,Nhị Bình,Châu Thành,Tien Giang Province,106.224751,10.409860
179,Song Thuận,Châu Thành,Tien Giang Province,106.269855,10.335275
182,Song Thuận,Châu Thành,Tien Giang Province,106.269855,10.335275
183,Song Thuận,Châu Thành,Tien Giang Province,106.269855,10.335275
188,Tam Hiệp,Châu Thành,Tien Giang Province,106.306242,10.422803
197,Tam Hiệp,Châu Thành,Tien Giang Province,106.306242,10.422803
206,Tân Hội Đông,Châu Thành,Tien Giang Province,106.306242,10.422803
207,Tân Hội Đông,Châu Thành,Tien Giang Province,106.306242,10.422803
208,Tân Hội Đông,Châu Thành,Tien Giang Province,106.306242,10.422803
210,Tân Hương,Châu Thành,Tien Giang Province,106.362647,10.483240
229,Tân Hương,Châu Thành,Tien Giang Province,106.368807,10.486422
250,Tân Lý Đông,Châu Thành,Tien Giang Province,106.341424,10.477887
252,Tân Lý Tây,Châu Thành,Tien Giang Province,106.350885,10.464931
255,TT Tân Hiệp,Châu Thành,Tien Giang Province,106.344112,10.450065
257,TT Tân Hiệp,Châu Thành,Tien Giang Province,106.340819,10.447670
259,TT Tân Hiệp,Châu Thành,Tien Giang Province,106.354332,10.499695
260,TT Tân Hiệp,Châu Thành,Tien Giang Province,106.343257,10.461357
264,Thân Cửu Nghĩa,Châu Thành,Tien Giang Province,106.334490,10.440919
267,Thân Cửu Nghĩa,Châu Thành,Tien Giang Province,106.334490,10.440919
268,Thân Cửu Nghĩa,Châu Thành,Tien Giang Province,106.334490,10.440919
270,Thân Cửu Nghĩa,Châu Thành,Tien Giang Province,106.334490,10.440919
286,Đạo Thạnh,Mỹ Tho,Tien Giang Province,106.350771,10.390191
287,Đạo Thạnh,Mỹ Tho,Tien Giang Province,106.391299,10.368118
307,Mỹ Phong,Mỹ Tho,Tien Giang Province,106.375868,10.373638
320,Phường 4,Mỹ Tho,Tien Giang Province,106.349716,10.359423
323,Phường 9,Mỹ Tho,Tien Giang Province,106.369611,10.362001
330,Tân Long,Mỹ Tho,Tien Giang Province,106.369665,10.347908
349,Tân Mỹ Chánh,Mỹ Tho,Tien Giang Province,106.399106,10.358239
352,Thới Sơn,Mỹ Tho,Tien Giang Province,106.315611,10.332702
